40,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,35,36,36,36,36,36,36,35,36,36,36,36,36,35,36,36,36,35,36,36,36,36,36,36,36,36,38,36,36,35,36,36,36,36,36,36,35,36,36,36,36,36,36,36,35,36,36,36,36,36,36,36,34,36,36,35,36,34,36,35,36,35,36,36,35,36,36,36,36,35,36,36,36,35,36,36,36,36,36,35,36,36,36,36,36,35,36,36,36,36,34,36,36,35,36,36,36,36,36,36,36,35,36,36,35,35,36,35,35,36,36,33,36,36,35,36,34,36,36,36,36,36,35,35,34,36,36,35,35,35,36,36,35,35,36,35,35,36,36,36,36,36,35,36,36,34,38,35,36,35,33,36,35,35,35,36,35,35,36,36,35,36,36,35,36,36,36,36,34,35,35,36,35,36,36,36,34,35,35,36,36,36,35,36,35,33,36,36,36,34,34,36,35,36,36,36,34,36,35,36,35,35,35,33,35,35,37,33,36,35,34,36,35,35,34,36,35,36,35,35,34,36,34,36,34,36,36,35,34,35,36,33,36,36,35,36,35,36,36,35,35,33,36,36,35,33,35,34,36,35,34,36,36,36,35,36,36,35,35,34,36,35,35,36,35,36,38,35,36,36,33,35,35,36,36,36,36,36,34,36,35,35,35,36,34,36,36,33,34,36,34,35,36,35,36,34,36,35,33,35,35,36,34,35,36,35,35,35,36,35,36,36,35,36,35,36,35,36,35,34,35,35,33,34,36,36,38,34,36,35,36,36,35,36,36,36,36,35,35,35,35,36,31,35,35,34,36,35,36,33,36,35,34,34,35,34,35,35,35,36,32,34,34,33,36,35,36,36,34,36,35,36,35,35,35,33,36,35,34,36,36,35,36,36,34,35,37,36,34,36,35,36,35,35,35,35,35,35,35,36,35,34,36,35,36,34,34,34,34,36,33,35,34,34,34,34,34,33,33,36,36,35,34,35,35,36,34,36,35,34,35,34,35,36,35,35,34,32,35,33,33,34,35,33,36,36,38,36,35,34,36,35,35,32,35,33,34,34,34,36,34,35,36,33,35,33
58,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,53,54,53,54,54,54,54,53,54,53,54,54,54,54,54,54,54,54,54,54,54,53,54,54,54,54,54,54,53,54,53,52,54,54,53,54,54,53,53,54,54,54,54,53,56,54,54,54,53,54,54,54,52,53,52,54,53,54,54,53,53,53,54,54,53,53,52,54,54,54,54,53,53,54,54,54,54,53,53,53,53,54,54,54,51,54,54,53,54,52,54,53,52,53,53,53,52,53,53,53,54,54,54,54,55,54,54,54,52,53,54,54,54,52,51,53,53,52,54,54,51,53,51,54,53,52,52,54,53,50,54,54,54,51,54,54,53,53,50,53,50,53,53,50,54,52,53,53,53,54,52,53,51,53,54,53,51,53,52,53,53,50,54,53,55,53,54,53,52,54,53,53,53,52,54,53,53,54,52,52,53,52,54,51,52,53,52,54,54,53,52,52,52,52,50,54,52,53,54,52,51,53,52,54,53,54,54,53,53,51,54,54,51,54,52,51,53,53,51,50,53,50,52,54,56,54,53,51,50,53,52,51,52,52,51,51,50,53,53,54,54,52,50,53,53,52,53,54,53,52,54,52,50,54,53,53,51,54,53,52,52,53,54,53,52,52,51,49,51,53,51,51,54,49,50,50,51,51,54,50,52,53,51,53,56,49,51,54,51,54,53,52,51,50,52,52,53,52,53,51,51,53,51,53,50,53,53,52,51,53,51,53,52,52,52,51,53,53,50,54,53,53,52,52,54,52,51,52,54,52,53,53,49,53,52,51,54,52,52,53,52,53,54,53,55,51,52,53,51,49,51,50,51,53,53,50,47,50,53,53,53,53,53,52,51,51,52,52,50,53,51,48,50,52,49,52,53,50,51,53,52,51,52,53,52,50,50,53,51,52,49,50,51,53,51,51,49,52,52,49,52,51,52,53,55,52,53,52,53,52,52,51,47,49,53,53,53,53,52,49,50,53,49,51,52,50,49,51,52,52,50,53,51,53,52,52,51,52,48,50,48,49,53,54,54,52,51,53,51,50,53,50,50,50,53,50,52,51,52,51,49,52,51,45,55,48,53,51,50,53,51,47,51,51,50,49,46,53,53,50,52,51,49,47
58,54,53,54,53,54,54,54,54,54,54,54,54,53,53,54,54,54,54,54,54,53,54,53,53,54,54,53,54,54,54,54,54,54,53,54,54,54,54,54,54,54,54,54,54,54,54,52,52,53,54,54,54,52,54,54,54,52,54,53,56,54,54,54,53,54,53,54,54,53,54,54,54,54,54,54,52,54,54,53,54,54,52,53,53,54,53,54,53,52,54,54,52,54,54,51,53,53,54,54,54,52,52,54,54,54,53,54,54,54,53,53,53,53,51,54,53,53,53,51,55,54,53,52,53,53,54,53,53,51,53,53,54,52,52,54,54,53,53,53,51,53,52,53,53,52,53,53,54,52,54,51,53,52,53,50,53,52,53,54,53,54,53,54,53,53,52,52,54,52,52,54,53,52,53,53,53,53,52,53,56,52,53,54,52,52,53,52,54,52,53,54,54,52,52,53,51,52,54,53,53,52,52,54,53,52,52,53,51,52,52,54,52,54,54,51,54,54,53,52,53,52,51,54,52,52,53,52,53,53,52,53,52,54,52,52,54,53,54,52,54,52,50,54,52,52,51,49,50,52,53,51,50,51,53,53,51,54,51,51,53,51,51,52,52,51,52,52,54,51,53,51,54,49,51,54,51,52,52,53,54,51,54,53,50,52,52,52,50,53,52,49,54,49,47,52,54,49,53,53,57,53,53,52,54,51,52,52,53,53,51,53,51,49,51,52,54,53,54,51,53,54,52,52,50,50,53,50,52,53,51,52,53,52,52,52,53,52,52,52,51,53,52,50,54,53,51,50,53,50,54,51,52,52,51,51,53,53,53,52,52,51,50,51,51,51,49,53,52,54,52,54,49,50,51,53,51,50,50,50,52,51,52,49,52,53,51,52,51,53,50,53,52,51,53,49,53,53,50,52,52,52,50,52,51,50,51,54,51,51,52,53,52,51,50,50,52,53,48,52,54,53,52,52,51,52,52,48,50,52,52,52,51,50,53,51,54,53,51,48,51,51,49,49,50,51,51,51,52,50,51,50,51,49,51,48,51,53,52,50,50,52,50,49,51,50,50,52,53,51,52,49,51,52,50,51,50,51,51,51,54,51,52,48,51,49,50,54,52,50,52,53,51,51,51,53,53,51,50,48
76,72,72,72,72,72,72,72,72,72,72,71,71,72,72,71,72,72,72,72,70,72,72,71,71,72,72,72,72,72,72,72,72,71,72,71,72,71,72,71,70,71,69,70,70,71,72,71,71,71,71,70,71,69,71,70,72,71,71,72,74,71,71,72,72,72,71,72,71,71,71,69,72,71,71,70,72,71,71,70,72,72,72,72,72,72,71,70,70,71,71,72,72,71,71,71,70,68,72,71,71,70,71,72,72,71,72,71,72,70,72,70,72,70,71,72,71,71,68,70,73,72,71,71,71,71,70,70,70,71,70,70,71,68,69,70,68,72,69,70,68,69,71,71,72,71,69,72,69,70,70,70,72,69,71,72,71,72,70,70,71,71,71,68,71,71,70,71,70,66,70,69,70,67,68,70,69,68,72,68,71,71,71,70,67,67,67,70,69,70,71,67,72,71,69,65,70,70,69,67,71,69,72,69,70,67,71,70,71,72,71,72,72,69,72,71,68,68,68,69,72,69,68,67,70,72,67,67,68,67,70,70,68,69,71,69,70,69,71,70,69,69,67,67,69,71,71,69,68,70,69,66,69,68,70,67,66,70,67,68,69,69,68,69,70,71,69,71,69,63,68,70,64,70,71,69,69,69,70,67,70,68,69,71,71,68,65,69,68,68,68,70,67,69,71,72,69,67,72,69,74,70,71,67,66,68,69,65,69,63,70,68,71,70,67,70,69,70,71,70,66,72,67,69,67,67,68,62,69,67,68,70,71,68,68,69,68,62,68,65,71,63,67,68,69,65,69,65,67,70,67,67,70,66,68,70,70,68,68,66,70,71,65,66,68,69,69,67,69,67,66,69,68,69,68,67,65,66,65,68,72,69,67,68,64,63,68,69,71,68,66,70,68,67,69,68,71,70,69,66,69,67,67,69,67,69,66,65,68,66,70,70,69,68,69,68,70,66,68,67,68,63,65,67,66,70,64,67,69,67,67,65,68,70,66,68,68,69,70,66,64,67,69,63,65,68,70,68,68,67,65,68,70,68,69,67,67,67,66,69,68,64,67,63,69,69,67,66,65,68,64,67,67,70,65,67,66,67,66,71,66,63,64,68,69,69,70,64,66,64,66,62,69,66,65,66,67,69,71,63
