40,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,35,36,36,36,36,36,36,36,36,36,36,35,36,36,36,36,36,36,36,35,36,36,36,36,36,36,36,36,36,35,36,36,36,36,36,38,35,36,36,35,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,34,36,36,36,36,36,36,36,36,36,36,36,36,36,36,35,36,36,36,36,36,36,36,36,36,35,36,36,36,35,36,36,35,36,36,35,36,34,35,35,38,35,36,36,35,35,36,36,36,35,36,36,36,36,36,36,36,36,35,35,35,36,36,36,35,36,36,36,36,36,36,32,36,35,34,36,36,36,34,35,36,36,36,36,36,35,36,36,36,36,36,36,36,35,36,36,36,36,35,36,37,35,35,36,35,34,35,36,36,35,36,36,36,34,35,36,35,35,36,36,36,36,35,36,35,36,35,32,36,33,35,36,36,36,36,35,36,34,36,34,35,36,35,34,34,36,36,36,36,36,35,36,36,35,34,36,35,35,35,34,38,34,36,36,35,36,34,36,36,34,35,36,35,36,34,34,36,36,34,36,33,36,34,35,36,36,36,36,36,34,36,34,35,35,36,36,36,36,36,34,36,34,35,36,36,35,33,36,35,34,35,35,34,36,36,35,35,34,36,35,37,35,36,35,36,36,36,36,36,35,33,33,35,36,35,34,36,35,35,33,35,33,36,35,35,36,34,35,35,36,35,33,34,35,32,36,35,36,35,35,36,34,35,32,36,36,36,34,36,32,36,34,36,35,35,33,36,35,35,35,37,36,35,36,36,32,34,35,36,34,35,33,34,35,36,36,36,36,36,34,36,34,35,35,34,35,34,35,36,35,35,34,36,34,35,34,35,34,33,36,35,34,35,33,36,34,34,35,35,35,35,35,31,35,35,31,34,34,34,35,38,32,36,35,36,35,35,36,35,36,35,35,36,34,36,35,33,32,35,34,34,34,35,36,36,35,36,35,34,35,35,36,36,33,35,36,34,36,35,35,35,33,35,33,33,35,35,35,34,35,36,35,35,36,34,34,34,36,36,35,37,35,36,33,34,36,35,35,34,34,33,35,31,34,36,35,34,34,34,34
58,54,54,54,54,54,54,54,54,54,53,54,54,54,54,54,54,54,52,54,53,54,54,54,54,54,54,54,54,54,54,54,53,54,54,54,54,54,54,54,54,54,53,53,54,54,54,54,54,54,54,53,53,54,54,54,54,53,54,52,56,54,54,53,53,53,54,54,52,54,54,54,54,53,53,53,54,54,53,53,54,53,53,54,53,54,53,53,54,53,54,52,53,53,54,54,54,54,52,54,53,52,52,52,54,54,52,54,53,53,54,52,54,54,54,54,54,53,54,54,56,54,53,54,53,54,53,52,54,54,52,53,52,53,54,54,52,53,53,53,53,53,53,54,54,52,54,51,53,54,53,51,54,52,53,54,50,52,53,54,53,53,52,52,50,53,53,52,51,51,51,51,54,53,53,52,52,52,52,54,55,53,53,52,52,53,52,53,54,52,53,52,53,54,52,54,52,52,53,51,54,52,53,53,53,54,50,51,51,52,53,53,53,53,51,52,50,53,53,51,53,54,52,53,54,54,52,53,54,53,51,53,53,51,50,49,52,53,52,51,49,52,50,54,51,51,53,52,50,51,54,52,52,52,51,49,53,53,51,51,54,50,53,52,53,52,52,51,52,53,54,53,52,53,51,51,49,51,52,53,51,53,51,53,52,52,52,50,53,54,52,51,51,52,51,53,52,50,53,54,56,53,53,52,53,49,50,53,54,53,51,51,51,53,52,51,51,50,51,51,53,53,48,52,52,50,54,52,52,51,52,52,54,53,51,51,51,53,54,52,49,52,53,52,53,50,53,54,51,52,53,50,53,52,50,50,49,51,51,54,51,50,54,52,50,52,51,51,51,54,51,49,53,53,52,51,51,53,50,52,51,51,53,52,51,52,52,51,53,50,51,54,51,52,51,52,51,51,50,49,52,51,52,53,54,52,49,51,52,52,52,53,51,51,51,51,54,50,52,52,54,51,54,52,48,53,47,52,48,53,53,51,52,50,52,51,51,51,54,51,51,54,53,51,53,54,52,49,53,51,50,51,53,51,50,51,50,50,53,52,50,54,49,51,51,51,50,48,54,53,51,50,51,53,49,50,53,45,52,51,53,52,51,51,52,54,51,52,53,49,52,51,47,54,48,50,50,51,53,48
58,54,54,54,54,54,54,54,54,54,53,54,54,54,54,54,54,53,54,54,54,53,53,54,54,53,54,54,54,54,54,54,54,54,54,53,54,54,54,54,54,53,53,54,54,54,53,53,54,54,53,54,54,53,54,54,51,54,53,54,56,54,54,54,54,53,53,54,53,54,53,53,53,53,54,54,54,52,53,54,54,54,52,53,54,53,52,54,53,54,53,54,53,53,54,54,53,53,54,52,52,53,51,54,54,53,54,54,51,53,54,54,53,52,52,53,53,53,53,53,53,53,54,54,53,52,54,52,53,52,54,54,53,54,54,53,50,54,52,52,53,52,52,51,53,53,54,54,51,53,51,52,53,52,51,52,52,53,54,53,54,53,53,54,54,53,51,54,53,53,52,53,51,53,53,53,52,54,53,53,55,54,53,53,53,52,54,52,54,53,53,54,50,53,53,52,53,51,54,53,54,52,53,52,54,53,52,54,54,54,52,52,52,53,54,54,52,53,51,51,52,54,51,53,53,53,52,53,53,53,51,53,52,49,53,54,52,52,53,51,55,52,53,54,52,52,52,53,51,52,52,54,52,53,53,54,52,54,53,52,51,52,52,54,51,51,53,52,52,51,52,52,51,54,53,52,53,54,54,54,52,51,52,50,51,54,52,51,52,54,51,51,52,52,51,53,53,52,49,50,54,53,52,53,53,54,53,51,53,51,54,52,50,51,49,53,51,54,54,50,54,54,52,51,54,54,52,51,48,53,54,54,50,50,52,54,50,52,51,49,52,48,53,51,52,50,52,51,52,53,53,48,54,53,52,51,53,53,53,51,54,52,51,50,50,48,52,51,51,51,53,52,51,49,50,48,53,52,53,51,51,49,53,50,54,50,51,51,51,51,51,51,53,49,53,47,53,50,50,51,53,52,53,50,53,51,49,51,53,51,49,52,51,53,51,53,52,53,52,50,53,52,50,53,52,50,54,51,54,51,48,51,52,50,48,51,52,52,52,53,51,51,54,52,50,52,50,50,49,51,50,52,54,54,52,49,53,50,51,51,51,46,53,52,51,52,52,50,52,53,49,53,50,53,46,53,53,47,49,53,54,50,53,52,52,53,50,52,50,53,47,50,49,51,52,52,52,47,51,49
76,72,72,72,72,72,72,72,72,72,72,72,72,72,71,72,72,72,72,72,72,72,71,71,72,71,72,72,72,72,72,72,71,72,71,72,72,72,72,71,71,72,71,72,69,72,72,72,72,72,69,72,71,72,72,70,72,70,71,70,73,72,70,72,72,71,72,72,71,70,72,71,71,71,72,72,70,71,70,72,70,72,72,72,68,70,71,71,70,71,70,72,70,72,71,71,68,71,71,70,70,72,71,69,71,68,72,72,70,71,70,72,69,72,72,70,70,71,70,71,74,70,70,70,71,69,71,69,71,69,71,68,72,69,69,71,71,70,68,71,72,70,71,70,69,72,69,71,71,71,70,68,71,71,70,72,72,70,72,70,72,71,68,69,72,70,71,72,70,67,71,72,71,70,69,71,70,71,70,70,71,70,72,70,71,65,68,69,69,69,72,69,69,69,70,68,70,69,71,70,70,72,70,70,71,68,70,70,70,70,72,67,69,71,69,70,68,68,70,68,68,71,70,69,71,69,70,72,69,70,71,69,70,71,71,71,71,71,68,71,73,69,72,66,71,67,66,68,70,68,69,71,70,69,72,67,67,71,72,68,67,71,68,70,68,70,68,68,66,68,71,67,67,66,71,69,72,71,69,70,70,71,69,68,70,68,69,70,71,69,67,70,69,65,71,71,70,69,68,70,71,68,67,68,69,64,66,69,66,67,67,68,68,69,68,70,71,69,67,69,72,71,69,68,67,69,71,68,68,70,67,69,71,69,69,67,70,68,67,70,69,70,69,71,70,65,69,69,70,69,69,62,67,70,68,65,69,69,67,69,68,65,68,69,69,71,69,68,64,68,71,65,71,70,61,68,69,69,68,68,66,67,68,67,69,65,69,67,67,68,66,65,68,69,65,67,69,69,66,68,62,67,68,69,69,67,69,64,64,67,66,69,70,65,70,68,68,66,69,66,68,67,64,67,70,68,65,67,67,67,70,69,69,70,68,66,67,68,67,68,70,71,67,64,69,66,69,68,69,70,66,65,68,66,64,66,69,66,72,69,67,67,66,66,70,70,68,72,66,70,66,67,65,68,67,72,68,65,65,64,68,66,68,68,68,65,66,70,67,65,69,69,66,66,67,67,66,68,71,64
